license_number,application_number,business_name,my_business_name_sixletters,license_type,all_packets_submitted_dt,application_fee,lic_fee_amount,dbe,cnb_dt_of_final_licensure,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_address_2,business_city,business_state,business_zipcode,my_business_zipcode,,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,dph_rmd_number,name_of_rmd,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zip_code,establishment_county,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,dba_name,dba_registration_city,cooperative_total_canopy,cooperative_cultivation,cultivation_tier,establishment_activities,establishment_cultivation,app_create_date,my_longitude,latitude,my_latitude,longitude,disability_owned_business,lesbian_gay_bisexual_and_transgender_owned_business,minority_owned_business,veteran_owned_business,woman_owned_business,not_a_dbe,county_geocoded_column_1
MP281327,MPN281327,"Green Line Boston, Inc.",Green ,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,351 Langley Road,,Newton,MA,2459,02459,,351 Langley Road,,Newton,MA,2459,,,100 Hampden Street,,Boston,MA,2119,,"30,000",2,Yes,1324710,Green Line Boston,Boston,,,,,,5/1/2018 0:00,-71.07480269,(-71.07480269399997,42.32938955,42.32938954700006),,,,,,1,
MC281343,MCN281343,"Mayflower Medicinals, Inc.",Mayflo,Marijuana Cultivator,,400,"2,500",Not a DBE,11/7/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,89 October Hill Road,,Holliston,MA,1746,01746,,89 October Hill Road,,Holliston,MA,1746,RMD425,"Mayflower Medicinals, Inc.",89 October Hill Road,,Holliston,MA,1746,,"36,000",53,Yes,1339252,Be,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,5/1/2018 0:00,-71.42568534,(-71.42568533799994,42.22732869,42.22732868600008),,,,,,1,
MP281574,MPN281574,"Calyx Peak of MA, Inc.",Calyx ,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"50 Congress Street, Suite 420",,Boston,MA,2109,02109,,"50 Congress Street, Suite 420",,Boston,MA,2109,,,10 Pullman Street,,Worcester,MA,1606,,"50,499",20,Yes,1352808,,,,,,,,1/15/2019 0:00,-71.79719417,(-71.79719416999995,42.32068704,42.32068703600004),,,,,,1,
MR282519,MRN282519,Ganesh Wellness Inc.,Ganesh,Marijuana Retailer,,300,"10,000",Minority-Owned Business | Woman-Owned Business,9/10/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,50 Congress St. Suite 420,,Boston,MA,2109,02109,,65 West Boylston Street,,West Boylston,MA,1583,,,65 West Boylston Street,,West Boylston,MA,1583,,"4,500",43,Yes,1312677,Campfire Cannabis,,,,,,,3/25/2019 0:00,-71.78338138,(-71.78338138,42.3586501,42.35865010100008),,,1,,1,,
MR282630,MRN282630,Elev8 Cannabis Inc.,Elev8 ,Marijuana Retailer,,300,0,Minority-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,243 Main Street,,Athol,MA,1331,01331,,243 Main Street,,Athol,MA,1331,,,217 Main Street,,Williamstown,MA,1267,,0,11,Yes,1337824,,,,,,,,4/23/2019 0:00,-73.1843258,(-73.18432580399997,42.70139647,42.701396473000045),,,1,,,,
MR282743,MRN282743,"Metro Harvest, Inc.",Metro ,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,292 Bedford St.,,Bridgewater,MA,2324,02324,,292 Bedford St.,,Bridgewater,MA,2324,,,1903 Fall River Ave,,Seekonk,MA,2771,,"3,400",6,Yes,1378461,"Metro Harvest, Inc.",Bridgewater,,,,,,5/28/2019 0:00,-71.29798277,(-71.29798276899999,41.78011656,41.78011655900008),,,,,,1,
MR282256,MRN282256,Green Stratus Corp,Green ,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,15 Saw Mill Pond,,Canton,MA,2021,02021,,15 Saw Mill Pond,,Canton,MA,2021,,,255 N. Pearl St.,,Brockton,MA,2301,,"3,040",11,Yes,1319575,Cannapi,Brockton,,,,,,1/5/2019 0:00,-71.06562258,(-71.06562258299994,42.09844058,42.098440580000045),,,,,,1,
MP281798,MPN281798,Coyote Cannabis Corporation,Coyote,Marijuana Product Manufacturer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,56 Industrial Drive,Unit B,Uxbridge,MA,1569,01569,,100 STATE STREET,9TH FLOOR,Boston,MA,2109,,,56 Industrial Drive,Unit B,Uxbridge,MA,1569,,"3,696",8,Yes,1393067,,,,,,,,11/19/2019 0:00,-71.6140925,(-71.61409250099996,42.03923061,42.039230607000036),,,,,,1,
MR282398,MRN282398,"Resinate, Inc.",Resina,Marijuana Retailer,,300,"10,000",Not a DBE,10/8/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,120 Gilboa Street,,Douglas,MA,1516,01516,,120 Gilboa Street,,Douglas,MA,1516,PCR Only,"Resinate, Inc.",110 Pleasant Street,,Northampton,MA,1060,,"9,675",13,Yes,1323894,,Douglas,,,,,,2/11/2019 0:00,-72.62791076,(-72.62791076299999,42.31864646,42.31864646200006),,,,,,1,
MR282298,MRN282298,"PharmaCannis Massachusetts, Inc.",Pharma,Marijuana Retailer,,300,"10,000",Not a DBE,7/9/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,939 Boston Turnpike,,Shrewsbury,MA,1545,01545,,939 Boston Turnpike,,Shrewsbury,MA,1545,42,"PharmaCannis Massachusetts, Inc.",939 Boston Turnpike,,Shrewsbury,MA,1545,,"5,536",41,Yes,1317349,Verilife,Wareham,,,,,,1/16/2019 0:00,-71.67916591,(-71.67916590899995,42.28013748,42.28013748400008),,,,,,1,
MC282173,MCN282173,"KRD Growers, LLC",KRD Gr,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,155 State Street,Suite 3,Newburyport,MA,1950,01950,,155 State Street,Suite 3,Newburyport,MA,1950,,,89 Parker Street,,Clinton,MA,1510,,"29,500",5,Yes,1376969,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,5/29/2019 0:00,-71.68903577,(-71.68903576799994,42.42446409,42.42446409200005),,,,,,1,
MR282926,MRN282926,Alexsofia LLC,Alexso,Marijuana Retailer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,41 Strong Ave.,,Northampton,MA,1060,01060,,20 Hillside Lane,,Ashley Falls,MA,1222,,,41 Strong Ave.,,Northampton,MA,1060,,"1,200",87,Yes,1386628,High Five,Northampton,,,,,,8/12/2019 0:00,-72.62758001,(-72.62758001299994,42.31911732,42.31911731500003),,,,,,1,
MP281559,MPN281559,"Just Healthy, LLC",Just H,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,1010 Ryan Road,,Northampton,MA,1062,01062,,202 State Street,,Northampton,MA,1060,,"Just Healthy, LLC",1010 Ryan Road,,Northampton,MA,1062,,"81,200",74,Yes,1316877,The Source,,,,,,,12/20/2018 0:00,-72.71168889,(-72.71168889099994,42.30619586,42.306195857000034),,,,,,1,
MR281408,MRN281408,The Corner Emporium LLC.,The Co,Marijuana Retailer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,ECONOMIC EMPOWERMENT,APPROVED,1,40 Jackson Street,Suite 420,Worcester,MA,1608,01608,,46 FLORENCE STREET,,Worcester,MA,1610,,,40 Jackson Street,Suite 420,Worcester,MA,1608,,"4,500",46,Yes,1324594,The Corner,Worcester,,,,,,5/9/2018 0:00,-71.808267,(-71.80826699899995,42.2556516,42.25565159800004),,,,,,1,
MP281506,MPN281506,"Two Buds, LLC",Two Bu,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,One Liberty Square,Suite 410,Boston,MA,2109,02109,,One Liberty Square,Suite 410,Boston,MA,2109,,,53 Air Station Industrial Park,,Rockland,MA,2370,,"36,480",12,Yes,1341691,Partake,Boston,,,,,,10/9/2018 0:00,-70.91077716,(-70.91077716199999,42.16054979,42.16054979300004),,,,,,1,
MC281262,MCN281262,"LDE Holdings, LLC.",LDE Ho,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,74 SNOWS POND ROAD,,ROCHESTER,MA,2770,02770,,74 SNOWS POND ROAD,,ROCHESTER,MA,2770,,,6 Thatcher Ln.,,Wareham,MA,2571,,"16,600",11,Yes,1312718,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,4/18/2018 0:00,-70.73752857,(-70.73752857299996,41.78030482,41.78030481600007),,,,,,1,
MR281778,MRN281778,Canna Provisions Inc,Canna ,Marijuana Retailer,,300,"5,000",Not a DBE,4/9/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,380 Dwight Street,,Holyoke,MA,1040,01040,,380 Dwight Street,,Holyoke,MA,1040,,,380 Dwight Street,,Holyoke,MA,1040,,"3,600",12,Yes,1325268,,,,,,,,8/4/2018 0:00,-72.6046084,(-72.60460840199994,42.20472923,42.204729231000044),,,,,,1,
MP281770,MPN281770,"Emerald Grove, Inc.",Emeral,Marijuana Product Manufacturer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,31 Sadies Way,,Harwich,MA,2645,02645,,31 Sadies Way,,31 Sadies Way,MA,2645,Provisional Certificate of Registration (PCR) only,"Emerald Grove, Inc.",370 Wareham Street,"Lot 2, Building #3",Middleborough,MA,2346,,"7,500",40,Yes,1355949,,,,,,,,10/3/2019 0:00,-70.86389238,(-70.86389238499999,41.85752134,41.85752133900007),,,,,,1,
MR281989,MRN281989,Green Biz LLC,Green ,Marijuana Retailer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,45 Bodwell St,,Avon,MA,2322,02322,,34 Bridge St,,Northampton,MA,1060,,,177 Main St,,Northampton,MA,1060,,"2,000",103,Yes,1319829,,,,,,,,10/23/2018 0:00,-72.63182235,(-72.63182234599998,42.31843855,42.318438549000064),,,1,,,,
MP281691,MPN281691,"CNA Stores, Inc.",CNA St,Marijuana Product Manufacturer,,300,"10,000",Veteran-Owned Business | Disability-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,57 South Hunt Road,,Amesbury,MA,1913,01913,,57 South Hunt Road,,Amesbury,MA,1913,,,57 South Hunt Road,,Amesbury,MA,1913,,"55,950",6,Yes,1336643,,,,,,,,6/6/2019 0:00,-70.96134659,(-70.96134659399996,42.83413041,42.83413040600004),1,,,1,,,
MC281455,MCN281455,"East Coast Organics, LLC",East C,Marijuana Cultivator,,600,"25,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,238 Shrewsbury Street,,Worcester,MA,1604,01604,,238 Shrewsbury Street,,Worcester,MA,1604,,,88 Huntoon Memorial Highway,,Leicester,MA,1524,,"90,000",11,Yes,1294101,,,,,"Tier 11: 90,001 to 100,000 sq. ft",,,5/18/2018 0:00,-71.90715929,(-71.90715929099997,42.20752774,42.20752773900006),,,,,,1,
MR282084,MRN282084,BB Botanics LLC,BB Bot,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,242 John Wise Avenue,,Essex,MA,1929,01929,,PO BOX 372,,Burlington,MA,1803,,,242 John Wise Avenue,,Essex,MA,1929,,"5,622",1,Yes,1354546,,,,,,,,11/26/2018 0:00,-70.80747229,(-70.80747228599995,42.65393114,42.653931138000075),,,,,,1,
MR282975,MRN282975,RC Retail Amherst LLC,RC Ret,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,328 College Street,,Amherst,MA,1002,01002,,200 Pratt Street,,Meriden,CT,6450,,,328 College Street,,Amherst,MA,1002,,"1,000",23,Yes,1385774,Red Cardinal,,,,,,,9/4/2019 0:00,-72.50310003,(-72.50310003399994,42.37330808,42.373308079000026),,,,,,1,
MP281523,MPN281523,"1620 Labs, LLC",1620 L,Marijuana Product Manufacturer,,300,0,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,503 South Street,,Athol,MA,1331,01331,,P.O. Box 480,,Athol,MA,1331,,,503 South Street,,Athol,MA,1331,,"20,000",6,Yes,1324893,,,,,,,,10/29/2018 0:00,-72.23100124,(-72.23100124499996,42.5920048,42.59200480000004),,1,,,,,
MP281427,MPN281427,"Berkshire Roots, Inc.",Berksh,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,2/7/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,501 Dalton Ave,,Pittsfield,MA,1201,01201,,501 Dalton Ave,,Pittsfield,MA,1201,19,Berkshire Roots Inc.,501 Dalton Avenue,,Pittsfield,MA,1201,,"24,800",3,Yes,1319343,,,,,,,,7/3/2018 0:00,-73.21229395,(-73.21229395099994,42.46557762,42.46557762000003),,,,,,1,
MP281787,MPN281787,High Five Inc.,High F,Marijuana Product Manufacturer,,"1,500",0,Not a DBE | Disability-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,19 Wemelco Way,,Easthampton,MA,1027,01027,,20 Hillside Lane,,Ashley Falls,MA,1222,,,19 Wemelco Way,,Easthampton,MA,1027,,"1,500",33,Yes,1429300,,,,,,,,11/5/2019 0:00,-72.68983383,(-72.68983383299997,42.25371882,42.25371881500007),1,,,,,1,
MR281371,MRN281371,"Mass Alternative Care, Inc.",Mass A,Marijuana Retailer,,300,"5,000",Not a DBE,4/4/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,1247 East Main Street,,Chicopee,MA,1020,01020,,1247 East Main Street,,Chicopee,MA,1020,31,"Mass Alternative Care, Inc.",1247 East Main Street,,Chicopee,MA,1020,,"23,800",7,Yes,1302536,,,,,,,,5/2/2018 0:00,-72.5426772,(-72.54267720199994,42.15815489,42.158154893000074),,,,,,1,
MP281819,MPN281819,"Salisbury Cultivation and Production Manufacturing, LLC",Salisb,Marijuana Product Manufacturer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,187 Lafayette Road,,Salisbury,MA,1952,01952,,PO Box 1479,,Newburyport,MA,1950,,,187 Lafayette Road,,Salisbury,MA,1952,,"40,000",29,Yes,1397535,Root and Bloom,Salisbury,,,,,,12/22/2019 0:00,-70.87301914,(-70.87301914199999,42.86446069,42.86446068500004),,,,,,1,
MR281430,MRN281430,"The Green Harbor Dispensary, LLC",The Gr,Marijuana Retailer,,"1,500","10,000",Minority-Owned Business,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,29 Abbey Lane,,Middleborough,MA,2346,02346,,29 Abbey Lane,,Middleborough,MA,2346,,"The Green Harbor Dispensary, LLC",79 Shank Painter Rd.,,Provincetown,MA,2657,,"1,995",76,Yes,1303108,,,,,,,,5/16/2018 0:00,-70.19512447,(-70.19512447099999,42.0520066,42.05200659700006),,,1,,,,
MP281844,MPN281844,YouCanBeCo LLC,YouCan,Marijuana Product Manufacturer,,"1,500",0,Woman-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,3065 Cranberry Highway,Unit 11,Wareham,MA,2538,02538,,24 Prince Way,,Pembroke,MA,2359,,,3065 Cranberry Highway,unit 11,Wareham,MA,2538,,"3,500",13,Yes,1412574,,,,,,,,2/16/2020 0:00,-70.6521112,(-70.65211119599996,41.7561527,41.75615269800005),,,,,1,,
MC281466,MCN281466,"EMB Natural Ventures, LLC",EMB Na,Marijuana Cultivator,,600,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,140 Middle Water Street,,Holyoke,MA,1040,01040,,330 High Street,,Holyoke,MA,1040,,,140 Middle Water St,,Holyoke,MA,1040,,"34,000",2,Yes,1332247,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,5/22/2018 0:00,-72.60322053,(-72.60322052599997,42.19563449,42.19563448900004),,,,,,1,
MC281451,MCN281451,"Ashli's Farm, Inc.",Ashli',Marijuana Cultivator,,600,"7,500",Woman-Owned Business | Veteran-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,76 Frank Mossberg Dr.,,Attleboro,MA,2703,02703,,81 West St.,Suite 2112,Attleboro,MA,2703,,"The Leonard J Irving Center, Inc.",76 Frank Mossberg Dr,,Attleboro,MA,2703,,"16,000",14,Yes,1327221,,Attleboro,,,"Tier 04: 20,001 to 30,000 sq. ft",,,5/16/2018 0:00,-71.3247996,(-71.32479960199998,41.91999311,41.919993110000064),,,,1,1,,
MR282183,MRN282183,Curaleaf Massachusetts Inc,Curale,Marijuana Retailer,,300,"5,000",Not a DBE,2/6/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,124 West Street,Unit D,Ware,MA,1082,01082,,101 Accord Park Drive,Unit 201,Norwell,MA,2061,N/A,Curaleaf Massachusetts Inc,124 West Street,Unit D,Ware,MA,1082,,"4,000",23,Yes,1320247,,,,,,,,12/14/2018 0:00,-72.24958694,(-72.24958694199995,42.25588189,42.25588189100006),,,,,,1,
MC282873,MCN282873,Elevated Cultivation Co. LLC,Elevat,Marijuana Cultivator,,600,0,Minority-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,44 William C. Gould Jr. Way,Unit C,Kingston,MA,2364,02364,,44 William C. Gould Jr. Way,Unit C,Kingston,MA,2364,,,44 William C. Gould Jr. way,Unit C,Kingston,MA,2364,,"20,000",8,Yes,1423557,,,,,,,,6/23/2020 0:00,-70.70644713,(-70.70644713499996,41.97202903,41.97202903300007),,,1,,,,
MP281410,MPN281410,"Good Chemistry of Massachusetts, Inc.",Good C,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,2/21/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,20 Williams Way,,Bellingham,MA,2019,02019,,1550 Larimer Street,#296,Denver,CO,80202,A23846,"Good Chemistry of Massachusetts, Inc.",20 Williams Way,,Bellingham,MA,2019,,"9,000",9,Yes,1315096,,,,,,,,6/19/2018 0:00,-71.49549106,(-71.49549105599993,42.08458575,42.084585754000045),,,,,,1,
MR282388,MRN282388,"Apotho Therapeutics Plainville, LLC",Apotho,Marijuana Retailer,,300,"10,000",Not a DBE,1/14/2021 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,119 Washington St,,Plainville,MA,2762,02762,,125 High Street,,Boston,MA,2110,,,119 Washington Street,,Plainville,MA,2762,,"5,384",11,Yes,1346519,Apotho Therapeutics,Plainville,,,,,,2/9/2019 0:00,-71.31681079,(-71.31681078599996,42.01719605,42.01719605000005),,,,,,1,
MR283193,MRN283193,The Healing Center LLC,The He,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,346 River Street,,Fitchburg,MA,1450,01450,,113 Falmouth Heights Road,,Falmouth,MA,2540,,,346 River St,,Fitchburg,MA,1420,,"2,800",12,Yes,1336517,The Healing Center,Fitchburg,,,,,,12/20/2019 0:00,-71.81910405,(-71.81910404599995,42.58197711,42.581977110000025),,,,,,1,
MR282958,MRN282958,GTE Taunton LLC,GTE Ta,Marijuana Retailer,,300,0,Minority-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,120 Bergeron Way,,Stoughton,MA,2072,02072,,120 Bergeron Way,,Stoughton,MA,2072,,,295 Broadway Street,,Taunton,MA,2780,,"3,864",29,Yes,1372660,,,,,,,,8/28/2019 0:00,-71.0890065,(-71.08900649999998,41.92655545,41.926555448000045),,,1,,,,
MC281756,MCN281756,Higher Purpose Corporation,Higher,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,392 Merrill Rd,,Pittsfield,MA,1201,01201,,392 Merrill Rd,,Pittsfield,MA,1201,,,815 Pleasant Street,,Lee,MA,1238,,"42,006",9,Yes,1332992,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,10/17/2018 0:00,-73.25569796,(-73.25569796099995,42.27814934,42.27814933900004),,,,,,1,
MP281627,MPN281627,"H?ÖVN Extracts, LLC.",H?ÖVN E,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,1/14/2021 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,125 Southbridge Rd,,Oxford,MA,1537,01537,,210 Park Ave #370,,Worcester,MA,1609,,,125 Southbridge Rd,,Oxford,MA,1537,,"2,000",16,Yes,1368314,"HÔø?Ôø?VN Extracts,",Oxford,,,,,,3/22/2019 0:00,-71.89700545,(-71.89700545399995,42.16659145,42.16659144600004),,,,,,1,
MR282225,MRN282225,Buudda Brothers LLC,Buudda,Marijuana Retailer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,604 Main Street,,Holyoke,MA,1040,01040,,170 Prospect Street,,Chicopee,MA,1013,,,604 Main Street,,Holyoke,MA,1040,,"1,000",32,Yes,1342284,,Holyoke,,,,,,12/26/2018 0:00,-72.61168181,(-72.61168180599998,42.19493418,42.194934181000065),,,1,,,,
MC281928,MCN281928,Theory Wellness Inc,Theory,Marijuana Cultivator,,300,"6,250",Not a DBE,7/17/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,237 Bow Wow Road,,Sheffield,MA,1257,01257,,38 Montvale Ave,#210,Stoneham,MA,2180,12,Theory Wellness Inc.,237 Bow Wow Road,,Sheffield,MA,1257,,"90,001",11,Yes,1328993,"N/AÔø?Ôø?Ôø? please disregard the DBA city, I am unable to selec",Abington,,,"Tier 10: 80,001 to 90,000 sq. ft",,,1/15/2019 0:00,-73.37145732,(-73.37145732399995,42.1196527,42.11965270400003),,,,,,1,
MP281674,MPN281674,Paper City Industries LLC,Paper ,Marijuana Product Manufacturer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,11 Berkshire Street,,Holyoke,MA,1040,01040,,"223 N. Guadalupe, #502",,Santa Fe,NM,87501,,,11 Berkshire Street,,Holyoke,MA,1040,,"300,000",24,Yes,1382929,,,,,,,,5/21/2019 0:00,-72.6155897,(-72.61558970099998,42.19346454,42.193464540000036),,,,,,1,
MP281886,MPN281886,Spencer House LLC,Spence,Marijuana Product Manufacturer,,"1,500",0,Woman-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,1 Bay State Dr,18 Bay State Dr,Chester,MA,1011,01011,,215 Johnson Hill Rd,,Washington,MA,1223,,,1 Bay State Dr,18 Bay State Dr,Chester,MA,1011,,"12,500",7,Yes,1229169,Spencer House LLC,Washington,,,,,,5/7/2020 0:00,-72.97256372,(-72.97256372499999,42.27625067,42.276250670000024),,,,,1,,
MR282126,MRN282126,"Turning Leaf Centers Otis, LLC",Turnin,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1570 north main road,,Otis,MA,2153,02153,,PO Box 1328,,East Otis,MA,1029,,n/a,1570 North Main Road,,Otis,MA,2153,,"4,000",8,Yes,1373871,,Otis,,,,,,12/4/2018 0:00,-73.1097189,(-73.10971890299999,42.23286975,42.232869753000045),,,,,,1,
MP281681,MPN281681,ARL Healthcare Inc.,ARL He,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,8/6/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,167 John Vertente Blvd,,New Bedford,MA,2745,02745,,167 John Vertente Blvd,,New Bedford,MA,2745,15063925070,ARL Healthcare Inc.,167 John Vertente Blvd,,New Bedford,MA,2745,,"70,000",3,Yes,1357092,,,,,,,,5/28/2019 0:00,-70.96528508,(-70.96528508299997,41.72679567,41.72679566900007),,,,,,1,
MR283192,MRN283192,"Essex Apothecary, LLC",Essex ,Marijuana Retailer,,"1,500","10,000",Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,233 Western Avenue,,Lynn,MA,1903,01903,,51 Willow Street,#573,Lynn,MA,1904,,,233 Western Avenue,,Lynn,MA,1904,,"2,861",89,Yes,1344398,,,,,,,,12/20/2019 0:00,-70.94888228,(-70.94888228499997,42.47775715,42.477757154000074),,,,,1,,
MR283143,MRN283143,Uma Flowers LLC,Uma Fl,Marijuana Retailer,,"1,500","10,000",Woman-Owned Business | Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,109 Raffaele Drive,,Waltham,MA,2452,02452,,109 Raffaele Drive,,Waltham,MA,2452,,,2 Tarbell Street,,Pepperell,MA,1463,,"2,900",12,Yes,1407416,,,,,,,,11/23/2019 0:00,-71.57279729,(-71.57279729499999,42.66642445,42.66642444900003),,,1,,1,,
MR283012,MRN283012,"The Holistic Concepts, Inc",The Ho,Marijuana Retailer,,"1,500","5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1915 Main St.,,Brockton,MA,2301,02301,,95 West Elm St.,,Brockton,MA,2301,,,1915 Main St.,,Brockton,MA,2301,,"2,400",7,Yes,1345987,,,,,,,,9/27/2019 0:00,-71.01084978,(-71.01084977899995,42.04732053,42.047320526000085),,,,,,1,
MR281978,MRN281978,Galil Greenery LLC,Galil ,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,235 Main St.,,Northampton,MA,1060,01060,,69B Day Ave,,Northampton,MA,1060,,,235 Main St.,,Northampton,MA,1060,,"2,400",30,Yes,1345139,Balagan Cannabis,,,,,,,10/19/2018 0:00,-72.63271519,(-72.632715186,42.31802348,42.318023477000054),,,,,,1,
MC281275,MCN281275,"Cape Cod Grow Lab, LLC",Cape C,Marijuana Cultivator,,400,"2,500",Veteran-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1399 Freemans Way,,Brewster,MA,2631,02631,,1399 Freemans Way,,Brewster,MA,2631,,,1399 Freemans Way,,Brewster,MA,2631,,"8,960",8,Yes,1323388,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,4/19/2018 0:00,-70.00784401,(-70.00784401199996,41.73630683,41.73630682700008),,,,1,,,
MC281903,MCN281903,"15 Arch, LLC",15 Arc,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,15 Arch St,,Greenfield,MA,1301,01301,,10 Woodlawn Ave,,Needham,MA,2492,,,15 Arch Street,,Greenfield,MA,1301,,"10,000",30,Yes,1358660,,Greenfield,,,"Tier 01: up to 5,000 square feet",,,1/4/2019 0:00,-72.60513059,(-72.60513059299996,42.5923685,42.59236849600006),,,,,,1,
